invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_dur
315005-2 LNA_MidLifeCelebration,2015-04-01,2015-04-04,SERVICE,SETUP_RESET,75.0,4.0,300.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,
315005-2 LNA_MidLifeCelebration,2015-04-01,2015-04-04,ITEM_TOT,,,,1475.0,,406.45,FULL-TIME,PARTNER,WEEKEND,
315005-2 LNA_MidLifeCelebration,2015-04-01,2015-04-04,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,PARTNER,WEEKEND,
315005-2 LNA_MidLifeCelebration,2015-04-01,2015-04-04,SERVICE,STAFFING,35.0,3.0,105.0,0.0,105.0,FULL-TIME,PARTNER,WEEKEND,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,MULTIROOM,WEEKDAY,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,ROOM,OMI,60.0,3.25,195.0,0.15,165.75,FULL-TIME,MULTIROOM,WEEKDAY,
315005-2 LNA_MidLifeCelebration,2015-04-01,2015-04-04,SERVICE,JANITORIAL,85.0,1.0,85.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,ITEM_TOT,,,,1435.0,,1358.5,FULL-TIME,MULTIROOM,WEEKDAY,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,FULL-TIME,MULTIROOM,WEEKDAY,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,FULL-TIME,MULTIROOM,WEEKDAY,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,ROOM,BROADWAY,180.0,1.75,315.0,0.15,267.75,FULL-TIME,MULTIROOM,WEEKDAY,
315001-2 Presidio Kunstler,2015-04-01,2015-04-09,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,FULL-TIME,MULTIROOM,WEEKDAY,
315013 TeachforAmerica,2015-03-30,2015-04-14,ITEM_TOT,,,,135.0,,135.0,PART-TIME,,WEEKDAY,
315013 TeachforAmerica,2015-03-30,2015-04-14,ROOM,DOWNTOWN,45.0,3.0,135.0,0.0,135.0,PART-TIME,,WEEKDAY,
315012 LaunchPad Africa,2015-03-25,2015-05-16,SERVICE,STAFFING,40.0,5.5,220.0,0.0,220.0,PART-TIME,,WEEKEND,
315012 LaunchPad Africa,2015-03-25,2015-05-16,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,PART-TIME,,WEEKEND,
315011 Cleantech Open,2015-03-25,2015-04-21,ROOM,BROADWAY,295.0,3.0,885.0,0.8,176.99999999999997,NON-MEMBER,,WEEKDAY,
315011 Cleantech Open,2015-03-25,2015-04-21,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,NON-MEMBER,,WEEKDAY,
315011 Cleantech Open,2015-03-25,2015-04-21,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,,WEEKDAY,
315012 LaunchPad Africa,2015-03-25,2015-05-16,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKEND,
315012 LaunchPad Africa,2015-03-25,2015-05-16,SERVICE,SETUP_RESET,40.0,2.0,80.0,0.0,80.0,PART-TIME,,WEEKEND,
315012 LaunchPad Africa,2015-03-25,2015-05-16,ITEM_TOT,,,,1440.0,,1440.0,PART-TIME,,WEEKEND,
315011 Cleantech Open,2015-03-25,2015-04-21,ITEM_TOT,,,,1235.0,,527.0,NON-MEMBER,,WEEKDAY,
315012 LaunchPad Africa,2015-03-25,2015-05-16,ROOM,BROADWAY,255.0,3.0,765.0,0.0,765.0,PART-TIME,,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,ITEM_TOT,,,,6164.0,,2876.0,PART-TIME,MULTIDAY,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,ROOM,BROADWAY,255.0,16.0,4080.0,0.7,1224.0000000000002,PART-TIME,MULTIDAY,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,ROOM,ATRIUM,864.0,1.0,864.0,0.5,432.0,PART-TIME,MULTIDAY,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,PART-TIME,MULTIDAY,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,SERVICE,STAFFING,40.0,10.5,420.0,0.0,420.0,PART-TIME,MULTIDAY,WEEKEND,
315002-2 Develop Yourself ,2015-03-24,3/28-3/29,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,MULTIDAY,WEEKEND,
315010 Defy Ventures_Admisssion,2015-03-23,2015-03-25,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,,WEEKDAY,
315010 Defy Ventures_Admisssion,2015-03-23,2015-03-25,ITEM_TOT,,,,795.0,,795.0,PART-TIME,,WEEKDAY,
315010 Defy Ventures_Admisssion,2015-03-23,2015-03-25,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKDAY,
315010 Defy Ventures_Admisssion,2015-03-23,2015-03-25,SERVICE,STAFFING,35.0,4.5,157.5,0.0,157.5,PART-TIME,,WEEKDAY,
315010 Defy Ventures_Admisssion,2015-03-23,2015-03-25,ROOM,JINGLETOWN,115.0,2.5,287.5,0.0,287.5,PART-TIME,,WEEKDAY,
315009 Hack The Hood,2015-03-20,2015-04-23,SERVICE,STAFFING,40.0,4.5,180.0,0.0,180.0,FULL-TIME,,,
315009 Hack The Hood,2015-03-20,2015-04-23,ROOM,BROADWAY,180.0,2.5,450.0,0.0,450.0,FULL-TIME,,,
315006-2 Empathy in Business,2015-03-20,2015-04-16,ITEM_TOT,,,,240.0,,240.0,FULL-TIME,,WEEKDAY,
315006-2 Empathy in Business,2015-03-20,2015-04-16,SERVICE,STAFFING,20.0,1.5,30.0,0.0,30.0,FULL-TIME,,WEEKDAY,
315006-2 Empathy in Business,2015-03-20,2015-04-16,ROOM,OMI,60.0,3.5,210.0,0.0,210.0,FULL-TIME,,WEEKDAY,
315009 Hack The Hood,2015-03-20,2015-04-23,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,FULL-TIME,,,
315009 Hack The Hood,2015-03-20,2015-04-23,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,,,
315009 Hack The Hood,2015-03-20,2015-04-23,ITEM_TOT,,,,1290.0,,1290.0,FULL-TIME,,,
315009 Hack The Hood,2015-03-20,2015-04-23,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,FULL-TIME,,,
315008 Kapor Center,2015-03-19,2015-05-02,ROOM,BROADWAY,210.0,10.0,2100.0,0.15,1785.0,FULL-TIME,,WEEKEND,FULL
315008 Kapor Center,2015-03-19,2015-05-02,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,,WEEKEND,FULL
315008 Kapor Center,2015-03-19,2015-05-02,SERVICE,STAFFING,40.0,12.0,480.0,0.0,480.0,FULL-TIME,,WEEKEND,FULL
315008 Kapor Center,2015-03-19,2015-05-02,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,FULL-TIME,,WEEKEND,FULL
315008 Kapor Center,2015-03-19,2015-05-02,ITEM_TOT,,,,3230.0,,2915.0,FULL-TIME,,WEEKEND,FULL
115001-3 P2R Graduation,2015-03-18,2015-03-21,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKEND,
115001-3 P2R Graduation,2015-03-18,2015-03-21,ROOM,BROADWAY,210.0,2.5,525.0,0.0,525.0,FULL-TIME,,WEEKEND,
115001-3 P2R Graduation,2015-03-18,2015-03-21,ITEM_TOT,,,,1149.32,,1149.32,FULL-TIME,,WEEKEND,
115001-3 P2R Graduation,2015-03-18,2015-03-21,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,,WEEKEND,
115001-3 P2R Graduation,2015-03-18,2015-03-21,SERVICE,COMPOSTABLES,66.82,1.0,66.82,0.0,66.82,FULL-TIME,,WEEKEND,
115001-3 P2R Graduation,2015-03-18,2015-03-21,SERVICE,STAFFING,35.0,4.5,157.5,0.0,157.5,FULL-TIME,,WEEKEND,
315007 Friends of the Earth,2015-03-17,2015-04-14,SERVICE,STAFFING,40.0,3.5,140.0,0.0,140.0,PART-TIME,,WEEKDAY,
315007 Friends of the Earth,2015-03-17,2015-04-14,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,PART-TIME,,WEEKDAY,
315007 Friends of the Earth,2015-03-17,2015-04-14,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKDAY,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,ROOM,BROADWAY,210.0,3.5,735.0,0.93,51.44999999999997,FULL-TIME,PARTNER,WEEKEND,
315007 Friends of the Earth,2015-03-17,2015-04-14,ROOM,BROADWAY,225.0,1.5,337.5,0.0,337.5,PART-TIME,,WEEKDAY,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,SERVICE,SETUP_RESET,75.0,3.0,225.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,PARTNER,WEEKEND,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,SERVICE,STAFFING,30.0,6.5,195.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,SERVICE,JANITORIAL,85.0,1.0,85.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,
315005 LNA_MidLifeCelebration,2015-03-17,2015-04-04,ITEM_TOT,,,,1490.0,,301.45,FULL-TIME,PARTNER,WEEKEND,
315007 Friends of the Earth,2015-03-17,2015-04-14,ITEM_TOT,,,,877.5,,877.5,PART-TIME,,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,SERVICE,SETUP_RESET,30.0,2.0,60.0,1.0,0.0,NON-MEMBER,FOUNDER,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,ITEM_TOT,,,,657.5,,210.0,NON-MEMBER,FOUNDER,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,SERVICE,JANITORIAL,100.0,1.0,100.0,1.0,0.0,NON-MEMBER,FOUNDER,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,ROOM,OMI,115.0,2.5,287.5,1.0,0.0,NON-MEMBER,FOUNDER,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,SERVICE,STAFFING,40.0,4.5,180.0,0.0,180.0,NON-MEMBER,FOUNDER,WEEKDAY,
315004 Oak Int Film Fest,2015-03-11,2015-03-25,SERVICE,JANITORIAL,30.0,1.0,30.0,0.0,30.0,NON-MEMBER,FOUNDER,WEEKDAY,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,SERVICE,STAFFING,35.0,5.5,192.5,0.0,192.5,FULL-TIME,FOUNDER,WEEKEND,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,FOUNDER,WEEKEND,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,ROOM,BROADWAY,210.0,3.5,735.0,0.25,551.25,FULL-TIME,FOUNDER,WEEKEND,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,ITEM_TOT,,,,1457.5,,1273.75,FULL-TIME,FOUNDER,WEEKEND,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,FOUNDER,WEEKEND,
215013-2 GlobalGirl Media ,2015-03-10,2015-03-21,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,FULL-TIME,FOUNDER,WEEKEND,
315003 EB Church of R Science,2015-03-06,2015-03-27,ITEM_TOT,,,,1755.0,,1755.0,FULL-TIME,FOUNDER,WEEKEND,
315003 EB Church of R Science,2015-03-06,2015-03-27,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,FULL-TIME,FOUNDER,WEEKEND,
315003 EB Church of R Science,2015-03-06,2015-03-27,SERVICE,STAFFING,35.0,6.5,227.5,0.0,227.5,FULL-TIME,FOUNDER,WEEKEND,
315003 EB Church of R Science,2015-03-06,2015-03-27,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,FULL-TIME,FOUNDER,WEEKEND,
315003 EB Church of R Science,2015-03-06,2015-03-27,ROOM,BROADWAY,210.0,4.0,840.0,0.0,840.0,FULL-TIME,FOUNDER,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,MULTIDAY,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,ROOM,ATRIUM,180.0,16.0,2880.0,0.7,864.0000000000001,PART-TIME,MULTIDAY,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,SERVICE,STAFFING,40.0,10.5,420.0,0.0,420.0,PART-TIME,MULTIDAY,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,SERVICE,SETUP_RESET,75.0,3.5,262.5,0.2,210.0,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,SERVICE,JANITORIAL,75.0,1.0,75.0,0.0,75.0,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,ITEM_TOT,,,,3515.0,,3352.5,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,ROOM,EAST_OAK,55.0,8.0,440.0,0.25,330.0,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,ROOM,ATRIUM,180.0,4.5,810.0,0.0,810.0,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,ROOM,BROADWAY,255.0,4.5,1147.5,0.0,1147.5,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,SERVICE,STAFFING,35.0,8.0,280.0,0.0,280.0,PART-TIME,,WEEKEND,
115009-2  Warthogs Youth Rugby,2015-03-05,2015-03-14,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,ROOM,BROADWAY,255.0,16.0,4080.0,0.7,1224.0000000000002,PART-TIME,MULTIDAY,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,ITEM_TOT,,,,8217.5,,3345.5000000000005,PART-TIME,MULTIDAY,WEEKEND,
315002 Develop Yourself,2015-03-05,3/28-3/29,SERVICE,SETUP_RESET,75.0,4.5,337.5,0.0,337.5,PART-TIME,MULTIDAY,WEEKEND,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,ROOM,ATRIUM,110.0,1.5,165.0,0.15,140.25,FULL-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,ROOM,OMI,60.0,2.75,165.0,0.15,140.25,FULL-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,FULL-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,SERVICE,STAFFING,40.0,4.75,190.0,0.0,190.0,FULL-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ROOM,EAST_OAK,25.0,7.0,175.0,0.1,157.5,PART-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,ROOM,BROADWAY,180.0,1.5,270.0,0.15,229.5,FULL-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,SERVICE,STAFFING,35.0,6.5,227.5,0.0,227.5,PART-TIME,MULTIROOM,WEEKDAY,
215013 GlobalGirl Media,2015-03-03,2015-03-21,ROOM,BROADWAY,210.0,3.0,630.0,0.25,472.5,FULL-TIME,FOUNDER,WEEKEND,
215013 GlobalGirl Media,2015-03-03,2015-03-21,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,FULL-TIME,FOUNDER,WEEKEND,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ROOM,BROADWAY,225.0,2.5,562.5,0.1,506.25,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ROOM,ATRIUM,150.0,2.5,375.0,0.1,337.5,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ROOM,JINGLETOWN,115.0,2.5,287.5,0.1,258.75,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ROOM,OMI,85.0,4.0,340.0,0.1,306.0,PART-TIME,MULTIROOM,WEEKDAY,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,FULL-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,SERVICE,SETUP_RESET,75.0,3.5,262.5,0.0,262.5,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,SERVICE,A/V,40.0,4.5,180.0,0.0,180.0,PART-TIME,MULTIROOM,WEEKDAY,
115005-2 Friends of Parks&Rec,2015-03-03,2015-05-07,ITEM_TOT,,,,2910.0,,2736.0,PART-TIME,MULTIROOM,WEEKDAY,
215013 GlobalGirl Media,2015-03-03,2015-03-21,SERVICE,STAFFING,35.0,6.0,210.0,0.0,210.0,FULL-TIME,FOUNDER,WEEKEND,
215013 GlobalGirl Media,2015-03-03,2015-03-21,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,FOUNDER,WEEKEND,
215013 GlobalGirl Media,2015-03-03,2015-03-21,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,FULL-TIME,FOUNDER,WEEKEND,
215013 GlobalGirl Media,2015-03-03,2015-03-21,ITEM_TOT,,,,1445.0,,1287.5,FULL-TIME,FOUNDER,WEEKEND,
315001 Presidio Kunstler ,2015-03-03,2015-04-09,ITEM_TOT,,,,1397.5,,1307.5,FULL-TIME,MULTIROOM,WEEKDAY,
215016 Youth Business USA,2015-02-24,2015-03-01,ITEM_TOT,,,,595.0,,595.0,FULL-TIME,,WEEKEND,
215016 Youth Business USA,2015-02-24,2015-03-01,SERVICE,JANITORIAL,140.0,1.0,140.0,0.0,140.0,FULL-TIME,,WEEKEND,
215016 Youth Business USA,2015-02-24,2015-03-01,SERVICE,STAFFING,40.0,3.5,140.0,0.0,140.0,FULL-TIME,,WEEKEND,
215016 Youth Business USA,2015-02-24,2015-03-01,ROOM,OMI,90.0,3.5,315.0,0.0,315.0,FULL-TIME,,WEEKEND,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,SERVICE,STAFFING,40.0,3.5,140.0,0.0,140.0,FULL-TIME,PARTNER,WEEKDAY,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,PARTNER,WEEKDAY,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,PARTNER,WEEKDAY,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,SERVICE,A/V,40.0,4.5,180.0,0.0,180.0,FULL-TIME,PARTNER,WEEKDAY,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,ITEM_TOT,,,,1220.0,,1130.0,FULL-TIME,PARTNER,WEEKDAY,
215006-2 BGC Comm Meeting_AV,2015-02-23,2015-02-23,ROOM,BROADWAY,180.0,2.5,450.0,0.2,360.0,FULL-TIME,PARTNER,WEEKDAY,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,ITEM_TOT,,,,1695.0,,779.5,NON-MEMBER,PARTNER,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,ROOM,BROADWAY,315.0,3.0,945.0,0.4,567.0,NON-MEMBER,PARTNER,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,ROOM,BROADWAY,315.0,3.0,945.0,0.4,567.0,NON-MEMBER,PARTNER,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,PARTNER,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,NON-MEMBER,PARTNER,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,PARTNER,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,OTHER,Apply Deposit from 1/22/15 Canceled Event,,,-537.5,0.0,-537.5,NON-MEMBER,PARTNER,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,ROOM,EAST_OAK,55.0,5.5,302.5,0.0,302.5,NON-MEMBER,,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,ITEM_TOT,,,,1495.0,,579.5,NON-MEMBER,PARTNER,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,SERVICE,SETUP_RESET,100.0,2.5,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,SERVICE,STAFFING,40.0,5.5,220.0,0.0,220.0,NON-MEMBER,,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,NON-MEMBER,,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,ROOM,BROADWAY,315.0,3.0,945.0,0.0,945.0,NON-MEMBER,,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,OTHER,Apply Deposit from 1/22/15 Canceled Event,,,-537.5,0.0,-537.5,NON-MEMBER,PARTNER,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,NON-MEMBER,PARTNER,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,SERVICE,SETUP_RESET,100.0,2.0,200.0,0.0,200.0,NON-MEMBER,PARTNER,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,ITEM_TOT,,,,1965.0,,1965.0,NON-MEMBER,,WEEKEND,
215014-2 OneLife IHO Collab,2015-02-20,2015-03-21,SERVICE,STAFFING,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,PARTNER,WEEKEND,
215015 Oakland Institute,2015-02-20,2015-04-24,ROOM,BROADWAY,315.0,3.0,945.0,0.0,945.0,NON-MEMBER,,WEEKEND,
215014 OneLife IHO Collab ,2015-02-20,2015-03-21,SERVICE,SETUP_RESET,100.0,2.0,200.0,0.0,200.0,NON-MEMBER,PARTNER,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,SERVICE,SETUP_RESET,100.0,2.5,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,SERVICE,STAFFING,40.0,5.5,220.0,0.0,220.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,NON-MEMBER,,WEEKEND,
215015-2 Oakland Institute ,2015-02-20,2015-04-24,ITEM_TOT,,,,2267.5,,2267.5,NON-MEMBER,,WEEKEND,
215012 Barbara Lee,2015-02-18,2015-03-12,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,,WEEKDAY,
215011 Kaiser HNS Grad,2015-02-18,2015-06-13,SERVICE,SETUP_RESET,75.0,3.5,262.5,0.0,262.5,NON-MEMBER,,WEEKEND,HALF
215011 Kaiser HNS Grad,2015-02-18,2015-06-13,ITEM_TOT,,,,2832.5,,2643.5,NON-MEMBER,,WEEKEND,HALF
215011 Kaiser HNS Grad,2015-02-18,2015-06-13,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,,WEEKEND,HALF
215012 Barbara Lee,2015-02-18,2015-03-12,ITEM_TOT,,,,830.0,,830.0,FULL-TIME,,WEEKDAY,
215011 Kaiser HNS Grad,2015-02-18,2015-06-13,SERVICE,STAFFING,40.0,9.5,380.0,0.0,380.0,NON-MEMBER,,WEEKEND,HALF
215011 Kaiser HNS Grad,2015-02-18,2015-06-13,ROOM,BROADWAY,315.0,6.0,1890.0,0.1,1701.0,NON-MEMBER,,WEEKEND,HALF
215012 Barbara Lee,2015-02-18,2015-03-12,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,FULL-TIME,,WEEKDAY,
215012 Barbara Lee,2015-02-18,2015-03-12,SERVICE,STAFFING,40.0,4.0,160.0,0.0,160.0,FULL-TIME,,WEEKDAY,
215012 Barbara Lee,2015-02-18,2015-03-12,ROOM,ATRIUM,110.0,2.0,220.0,0.0,220.0,FULL-TIME,,WEEKDAY,
215010 Ever Forward Club,2015-02-12,2015-03-04,ITEM_TOT,,,,1580.0,,1580.0,PART-TIME,,WEEKDAY,
215010 Ever Forward Club,2015-02-12,2015-03-04,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,PART-TIME,,WEEKDAY,
215010 Ever Forward Club,2015-02-12,2015-03-04,SERVICE,STAFFING,30.0,6.0,180.0,0.0,180.0,PART-TIME,,WEEKDAY,
215010-2 Ever Forward Club,2015-02-12,2015-03-04,SERVICE,JANITORIAL,350.0,1.0,350.0,0.3,244.99999999999997,PART-TIME,,WEEKDAY,
